Accession	Organism	Kingdom	Length	Transmembrane	Type	Fold
Q9VNB5	Drosophila melanogaster	Metazoa	486	True	-	1
Q66GP9	Arabidopsis thaliana	Viridiplantae	561	False	-	2
Q8IUR7	Homo sapiens	Metazoa	673	False	-	3
Q04170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	232	False	-	4
Q96305	Arabidopsis thaliana	Viridiplantae	136	False	-	0
P60896	Homo sapiens	Metazoa	70	False	-	1
O44827	Caenorhabditis elegans	Metazoa	510	True	-	2
Q96I23	Homo sapiens	Metazoa	114	False	-	3
Q8BFX3	Mus musculus	Metazoa	815	False	-	4
Q6EPW7	Oryza sativa subsp. japonica	Viridiplantae	233	False	-	0
O14064	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	997	False	-	1
O01670	Lymnaea stagnalis	Metazoa	578	True	-	2
Q9U226	Caenorhabditis elegans	Metazoa	342	False	-	3
Q9FME4	Arabidopsis thaliana	Viridiplantae	521	False	-	4
Q95T19	Drosophila melanogaster	Metazoa	464	False	-	0
P63072	Mus musculus	Metazoa	162	False	-	1
Q80TR8	Mus musculus	Metazoa	1506	False	-	2
Q9VV74	Drosophila melanogaster	Metazoa	226	False	-	3
Q9VFW4	Drosophila melanogaster	Metazoa	251	False	-	4
A0A0D1CRD0	Ustilago maydis (strain 521 / FGSC 9021)	Fungi	550	False	-	0
P32761	Chlamydomonas moewusii	Viridiplantae	218	False	-	1
Q04430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367	False	-	2
Q8VY16	Arabidopsis thaliana	Viridiplantae	819	False	-	3
P49769	Mus musculus	Metazoa	467	True	-	4
D4A1X2	Rattus norvegicus	Metazoa	885	False	-	0
P35244	Homo sapiens	Metazoa	121	False	-	1
P92973	Arabidopsis thaliana	Viridiplantae	608	False	-	2
P03924	Bos taurus	Metazoa	175	True	-	3
P47123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	218	False	-	4
P25649	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128	False	-	0
P82715	Arabidopsis thaliana	Viridiplantae	297	False	-	1
O35284	Mus musculus	Metazoa	125	False	-	2
O93956	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	549	True	-	3
P13620	Bos taurus	Metazoa	161	False	-	4
Q01532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	483	False	-	0
Q16206	Homo sapiens	Metazoa	610	False	-	1
P15436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1097	False	-	2
P48552	Homo sapiens	Metazoa	1158	False	-	3
O74879	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	634	False	-	4
Q6NUD0	Xenopus laevis	Metazoa	333	False	-	0
P06785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304	False	-	1
Q9Y3A0	Homo sapiens	Metazoa	265	False	-	2
A0A075TXZ8	Penicillium expansum	Fungi	799	False	-	3
Q3ZCQ8	Homo sapiens	Metazoa	353	True	-	4
P38872	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	237	False	-	0
Q9NAD6	Caenorhabditis elegans	Metazoa	706	False	-	1
Q9UHH9	Homo sapiens	Metazoa	426	False	-	2
P22194	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	332	False	-	3
Q6NUF4	Xenopus laevis	Metazoa	716	False	-	4
P0CX38	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	236	False	-	0
Q9XF57	Arabidopsis thaliana	Viridiplantae	317	False	-	1
Q6NQK2	Arabidopsis thaliana	Viridiplantae	449	False	-	2
Q7JXF5	Drosophila melanogaster	Metazoa	394	False	-	3
P21359	Homo sapiens	Metazoa	2839	False	-	4
G5EED4	Caenorhabditis elegans	Metazoa	655	False	-	0
Q9BWL3	Homo sapiens	Metazoa	253	True	-	1
P82195	Spinacia oleracea	Viridiplantae	166	False	-	2
P28320	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	278	False	-	3
Q9H410	Homo sapiens	Metazoa	356	False	-	4
P42858	Homo sapiens	Metazoa	3142	False	-	0
P53226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	547	False	-	1
Q571I4	Mus musculus	Metazoa	1373	False	-	2
Q9BT49	Homo sapiens	Metazoa	309	False	-	3
Q15170	Homo sapiens	Metazoa	159	False	-	4
Q9LJ87	Arabidopsis thaliana	Viridiplantae	415	False	-	0
P10834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	False	-	1
A8MQL1	Arabidopsis thaliana	Viridiplantae	1082	False	-	2
G5DBJ0	Nicotiana benthamiana	Viridiplantae	252	False	-	3
Q7TNV0	Mus musculus	Metazoa	380	False	-	4
Q17784	Caenorhabditis elegans	Metazoa	830	False	-	0
P12198	Nicotiana tabacum	Viridiplantae	55	False	-	1
Q9FEN9	Arabidopsis thaliana	Viridiplantae	228	False	-	2
Q8L7C9	Arabidopsis thaliana	Viridiplantae	217	False	-	3
Q80W99	Mus musculus	Metazoa	395	True	-	4
O42936	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	470	False	-	0
P22315	Mus musculus	Metazoa	422	False	-	1
P53276	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	713	False	-	2
P39707	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	275	False	-	3
Q03557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	464	False	-	4
Q15562	Homo sapiens	Metazoa	447	False	-	0
Q8BGY9	Mus musculus	Metazoa	580	True	-	1
Q9M9Y4	Arabidopsis thaliana	Viridiplantae	421	False	-	2
P47148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283	False	-	3
Q7XI96	Oryza sativa subsp. japonica	Viridiplantae	298	False	-	4
Q9UMS0	Homo sapiens	Metazoa	254	False	-	0
P38182	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	117	False	-	1
Q8VDF2	Mus musculus	Metazoa	782	False	-	2
Q7M0E7	Rattus norvegicus	Metazoa	145	False	-	3
A0FGR9	Homo sapiens	Metazoa	886	True	-	4
O13769	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	638	False	-	0
Q9BZC1	Homo sapiens	Metazoa	486	False	-	1
Q01080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415	False	-	2
P50091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	288	False	-	3
O96237	Plasmodium falciparum (isolate 3D7)	Other	899	False	-	4
Q9LUI3	Arabidopsis thaliana	Viridiplantae	695	False	-	0
P52435	Homo sapiens	Metazoa	117	False	-	1
Q18508	Caenorhabditis elegans	Metazoa	1784	False	-	2
Q9VRJ0	Drosophila melanogaster	Metazoa	726	False	-	3
Q99PD6	Rattus norvegicus	Metazoa	461	False	-	4
Q91YI6	Mus musculus	Metazoa	484	False	-	0
P07266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363	False	-	1
P82658	Arabidopsis thaliana	Viridiplantae	229	False	-	2
Q9SI37	Arabidopsis thaliana	Viridiplantae	487	False	-	3
Q6PCP5	Mus musculus	Metazoa	291	False	-	4
P39769	Drosophila melanogaster	Metazoa	1589	False	-	0
P27351	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	700	False	-	1
P54845	Homo sapiens	Metazoa	237	False	-	2
Q93YW0	Arabidopsis thaliana	Viridiplantae	684	False	-	3
P29465	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1165	False	-	4
Q9UN81	Homo sapiens	Metazoa	338	False	-	0
P38830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	627	False	-	1
P08011	Rattus norvegicus	Metazoa	155	True	-	2
Q04705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352	True	-	3
Q9URY2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	474	False	-	4
P49683	Homo sapiens	Metazoa	370	True	-	0
Q55GJ6	Dictyostelium discoideum	Other	214	False	-	1
Q7Z2D5	Homo sapiens	Metazoa	763	True	-	2
Q6C6R8	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	417	False	-	3
Q9P032	Homo sapiens	Metazoa	175	False	-	4
Q96CJ1	Homo sapiens	Metazoa	260	False	-	0
Q8N895	Homo sapiens	Metazoa	744	False	-	1
Q9UTR9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	368	False	-	2
F4I8I0	Arabidopsis thaliana	Viridiplantae	596	True	-	3
Q8IZY5	Homo sapiens	Metazoa	108	False	-	4
Q8L5Z4	Arabidopsis thaliana	Viridiplantae	584	False	-	0
Q9LPW3	Arabidopsis thaliana	Viridiplantae	450	False	-	1
P30902	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174	False	-	2
Q9NRP2	Homo sapiens	Metazoa	79	False	-	3
Q7XK25	Oryza sativa subsp. japonica	Viridiplantae	475	False	-	4
Q9HAW0	Homo sapiens	Metazoa	419	False	-	0
P30968	Homo sapiens	Metazoa	328	True	-	1
P36877	Rattus norvegicus	Metazoa	443	False	-	2
Q9SLJ2	Arabidopsis thaliana	Viridiplantae	98	False	-	3
P56560	Bos taurus	Metazoa	520	False	-	4
Q04839	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	False	-	0
O80775	Arabidopsis thaliana	Viridiplantae	353	False	-	1
Q9UPN3	Homo sapiens	Metazoa	7388	False	-	2
P0CB49	Rattus norvegicus	Metazoa	1376	False	-	3
P38285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	549	False	-	4
O70337	Mus musculus	Metazoa	150	False	-	0
Q94BV2	Arabidopsis thaliana	Viridiplantae	181	False	-	1
P25299	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296	False	-	2
Q9D992	Mus musculus	Metazoa	256	False	-	3
Q9NUQ6	Homo sapiens	Metazoa	558	False	-	4
Q689G9	Oryza sativa subsp. japonica	Viridiplantae	518	False	-	0
P61793	Mus musculus	Metazoa	364	True	-	1
P19736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	530	False	-	2
Q1K8E0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	256	False	-	3
Q19LA2	Colocasia esculenta	Viridiplantae	84	False	-	4
Q6UWS5	Homo sapiens	Metazoa	81	False	-	0
Q9VN91	Drosophila melanogaster	Metazoa	198	False	-	1
Q9VRP5	Drosophila melanogaster	Metazoa	1038	False	-	2
Q9UNQ2	Homo sapiens	Metazoa	313	False	-	3
Q9LIQ6	Arabidopsis thaliana	Viridiplantae	234	False	-	4
O60829	Homo sapiens	Metazoa	102	False	-	0
Q9LVV5	Arabidopsis thaliana	Viridiplantae	223	False	-	1
P38170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	754	False	-	2
P40625	Tetrahymena pyriformis	Other	99	False	-	3
Q9P2Y4	Homo sapiens	Metazoa	722	False	-	4
P47002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	699	False	-	0
Q9VKJ9	Drosophila melanogaster	Metazoa	816	False	-	1
Q03281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663	False	-	2
Q96M94	Homo sapiens	Metazoa	604	False	-	3
Q02410	Homo sapiens	Metazoa	837	False	-	4
P48837	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	541	False	-	0
P38782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False	-	1
P40106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250	False	-	2
Q9UBQ5	Homo sapiens	Metazoa	218	False	-	3
Q9P2D0	Homo sapiens	Metazoa	1353	False	-	4
Q8R104	Mus musculus	Metazoa	334	False	-	0
O49929	Pisum sativum	Viridiplantae	213	False	-	1
Q9P7S6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	274	False	-	2
Q10585	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124	False	-	3
P49686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	False	-	4
O88457	Rattus norvegicus	Metazoa	1765	False	-	0
Q5RI15	Homo sapiens	Metazoa	118	True	-	1
Q9LJG6	Arabidopsis thaliana	Viridiplantae	193	False	-	2
Q9WVL3	Mus musculus	Metazoa	1083	False	-	3
Q9NQC3	Homo sapiens	Metazoa	1192	False	-	4
Q60415	Cricetulus griseus	Metazoa	299	False	-	0
Q9Z1N1	Rattus norvegicus	Metazoa	339	False	-	1
O02696	Sus scrofa	Metazoa	877	False	-	2
Q54QQ1	Dictyostelium discoideum	Other	1387	False	-	3
Q9FIG9	Arabidopsis thaliana	Viridiplantae	801	False	-	4
P38858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249	False	-	0
Q96LW7	Homo sapiens	Metazoa	228	False	-	1
Q9NPJ1	Homo sapiens	Metazoa	570	False	-	2
E9PYL2	Mus musculus	Metazoa	2035	False	-	3
P25696	Arabidopsis thaliana	Viridiplantae	444	False	-	4
Q92574	Homo sapiens	Metazoa	1164	False	-	0
Q9SR62	Arabidopsis thaliana	Viridiplantae	309	False	-	1
Q9HAI6	Homo sapiens	Metazoa	301	False	-	2
Q9NUQ9	Homo sapiens	Metazoa	324	False	-	3
Q03220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	False	-	4
Q32SG5	Zea mays	Viridiplantae	616	False	-	0
F4ICK8	Arabidopsis thaliana	Viridiplantae	502	False	-	1
Q9NZM4	Homo sapiens	Metazoa	1560	False	-	2
Q60698	Mus musculus	Metazoa	725	False	-	3
S4TF94	Humulus lupulus	Viridiplantae	527	False	-	4
O75940	Homo sapiens	Metazoa	238	False	-	0
Q9ZNT7	Arabidopsis thaliana	Viridiplantae	286	True	-	1
P53854	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179	False	-	2
Q05934	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	901	False	-	3
Q04006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179	False	-	4
Q9BUZ4	Homo sapiens	Metazoa	470	False	-	0
Q9Y5B8	Homo sapiens	Metazoa	376	False	-	1
Q94AT3	Arabidopsis thaliana	Viridiplantae	378	False	-	2
Q18425	Caenorhabditis elegans	Metazoa	473	False	-	3
P0CY11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	126	False	-	4
Q06596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294	False	-	0
Q9Y2S7	Homo sapiens	Metazoa	368	False	-	1
Q12802	Homo sapiens	Metazoa	2813	False	-	2
Q9VPQ6	Drosophila melanogaster	Metazoa	1191	False	-	3
Q8TBK2	Homo sapiens	Metazoa	473	False	-	4
G2TRN4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	104	False	-	0
Q8H157	Arabidopsis thaliana	Viridiplantae	585	True	-	1
Q9XIA7	Arabidopsis thaliana	Viridiplantae	54	True	-	2
Q9NAN2	Caenorhabditis elegans	Metazoa	309	False	-	3
I1RC73	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	492	False	-	4
P53866	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	767	False	-	0
O43114	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	455	False	-	1
Q9Y7M6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217	False	-	2
A2XFC1	Oryza sativa subsp. indica	Viridiplantae	442	False	-	3
Q53H12	Homo sapiens	Metazoa	422	False	-	4
P38855	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283	False	-	0
O95905	Homo sapiens	Metazoa	644	False	-	1
Q42496	Chlamydomonas reinhardtii	Viridiplantae	99	True	-	2
O96693	Plasmodium falciparum (isolate HB3)	Other	488	False	-	3
Q9Y287	Homo sapiens	Metazoa	266	True	-	4
P40169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301	True	-	0
Q01329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785	False	-	1
O04616	Arabidopsis thaliana	Viridiplantae	164	False	-	2
Q10LI1	Oryza sativa subsp. japonica	Viridiplantae	260	False	-	3
Q80T79	Mus musculus	Metazoa	3707	True	-	4
Q8BGW1	Mus musculus	Metazoa	502	False	-	0
Q3MHJ5	Bos taurus	Metazoa	138	False	-	1
Q9EPL8	Mus musculus	Metazoa	1038	False	-	2
Q9UIG0	Homo sapiens	Metazoa	1483	False	-	3
P08580	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	107	False	-	4
Q9USH6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	204	False	-	0
Q9H2D6	Homo sapiens	Metazoa	2365	False	-	1
P87315	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1630	False	-	2
Q94K73	Arabidopsis thaliana	Viridiplantae	429	False	-	3
E3VNM4	Arabidopsis thaliana	Viridiplantae	460	False	-	4
Q5BJZ6	Rattus norvegicus	Metazoa	400	False	-	0
Q24472	Drosophila melanogaster	Metazoa	845	False	-	1
P58334	Mus musculus	Metazoa	251	False	-	2
Q05123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	False	-	3
Q0E671	Danio rerio	Metazoa	430	False	-	4
P38255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	False	-	0
O55028	Mus musculus	Metazoa	412	False	-	1
A0A0U2X0E4	Ustilago maydis	Fungi	443	False	-	2
Q802Y8	Danio rerio	Metazoa	671	False	-	3
Q969Z0	Homo sapiens	Metazoa	631	False	-	4
Q00312	Candida albicans	Fungi	527	False	-	0
Q9NVI1	Homo sapiens	Metazoa	1328	False	-	1
P36421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	False	-	2
Q12321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	False	-	3
Q0WPT7	Arabidopsis thaliana	Viridiplantae	352	False	-	4
Q06405	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	101	False	-	0
Q9H0E3	Homo sapiens	Metazoa	1048	False	-	1
P25626	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	169	False	-	2
W0RYD3	Oryza sativa subsp. japonica	Viridiplantae	2135	False	-	3
Q76NM6	Plasmodium falciparum (isolate 3D7)	Other	611	False	-	4
Q8N5P1	Homo sapiens	Metazoa	291	False	-	0
Q02038	Sus scrofa	Metazoa	704	False	-	1
Q3UK10	Mus musculus	Metazoa	175	False	-	2
B8BDQ4	Oryza sativa subsp. indica	Viridiplantae	696	False	-	3
Q28177	Bos taurus	Metazoa	415	False	-	4
Q61146	Mus musculus	Metazoa	521	True	-	0
Q96LW4	Homo sapiens	Metazoa	560	False	-	1
Q03799	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155	False	-	2
P36151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352	False	-	3
Q24134	Drosophila melanogaster	Metazoa	578	False	-	4
P48237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	864	False	-	0
Q9FFY9	Arabidopsis thaliana	Viridiplantae	640	False	-	1
O74381	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	467	False	-	2
P34260	Caenorhabditis elegans	Metazoa	603	False	-	3
P35869	Homo sapiens	Metazoa	848	False	-	4
Q9H9P5	Homo sapiens	Metazoa	680	False	-	0
P19659	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1081	False	-	1
P47027	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	764	False	-	2
O55102	Mus musculus	Metazoa	125	False	-	3
Q96HA9	Homo sapiens	Metazoa	241	False	-	4
Q9URT4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	697	False	-	0
P25646	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	442	False	-	1
Q504T8	Homo sapiens	Metazoa	468	False	-	2
P53909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	347	False	-	3
Q23272	Caenorhabditis elegans	Metazoa	488	False	-	4
Q57UZ7	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	550	False	-	0
P39103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	70	True	-	1
B2CW77	Homo sapiens	Metazoa	178	False	-	2
P38253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	122	True	-	3
Q9ZNT1	Arabidopsis thaliana	Viridiplantae	281	True	-	4
Q94AX2	Arabidopsis thaliana	Viridiplantae	277	False	-	0
P52923	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	378	True	-	1
Q9NRR4	Homo sapiens	Metazoa	1374	False	-	2
C0HLN0	Rattus norvegicus	Metazoa	54	True	-	3
P04789	Trypanosoma brucei brucei	Other	250	False	-	4
Q9D0Z3	Mus musculus	Metazoa	276	False	-	0
Q9JKT3	Mus musculus	Metazoa	297	True	-	1
Q9W1H4	Drosophila melanogaster	Metazoa	747	False	-	2
Q12235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	531	True	-	3
Q9NSN8	Homo sapiens	Metazoa	517	False	-	4
Q4WGS5	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	577	True	-	0
Q969T9	Homo sapiens	Metazoa	261	False	-	1
Q22323	Caenorhabditis elegans	Metazoa	283	False	-	2
Q8L7S5	Arabidopsis thaliana	Viridiplantae	642	False	-	3
Q9BRJ2	Homo sapiens	Metazoa	306	False	-	4
Q9UJX5	Homo sapiens	Metazoa	808	False	-	0
P43897	Homo sapiens	Metazoa	325	False	-	1
Q6EPN6	Oryza sativa subsp. japonica	Viridiplantae	222	False	-	2
O14161	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	293	False	-	3
D4A7U2	Rattus norvegicus	Metazoa	587	False	-	4
Q5TB30	Homo sapiens	Metazoa	811	False	-	0
Q3KN41	Drosophila melanogaster	Metazoa	1840	False	-	1
P09234	Homo sapiens	Metazoa	159	False	-	2
P38172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	270	False	-	3
P38873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1557	False	-	4
Q8NF64	Homo sapiens	Metazoa	920	False	-	0
Q09260	Caenorhabditis elegans	Metazoa	490	False	-	1
P53142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	486	True	-	2
Q8N5Y2	Homo sapiens	Metazoa	521	False	-	3
P69850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94	False	-	4
Q04370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	399	True	-	0
P03896	Drosophila melanogaster	Metazoa	341	True	-	1
Q10173	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	441	False	-	2
Q05949	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	395	False	-	3
Q8L3X9	Arabidopsis thaliana	Viridiplantae	461	False	-	4
Q39129	Arabidopsis thaliana	Viridiplantae	120	False	-	0
Q9LFV6	Arabidopsis thaliana	Viridiplantae	1011	False	-	1
P31228	Bos taurus	Metazoa	341	False	-	2
P41247	Homo sapiens	Metazoa	253	False	-	3
Q9ZT96	Arabidopsis thaliana	Viridiplantae	541	False	-	4
P38786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	False	-	0
Q8IXM6	Homo sapiens	Metazoa	262	True	-	1
Q63472	Rattus norvegicus	Metazoa	962	False	-	2
Q9D067	Mus musculus	Metazoa	708	False	-	3
F4JV80	Arabidopsis thaliana	Viridiplantae	155	False	-	4
P0DI83	Homo sapiens	Metazoa	198	False	-	0
Q53H47	Homo sapiens	Metazoa	684	False	-	1
Q8IVP5	Homo sapiens	Metazoa	155	True	-	2
Q5SWY8	Mus musculus	Metazoa	596	True	-	3
Q2M2T7	Bos taurus	Metazoa	167	False	-	4
P32570	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121	False	-	0
Q91X44	Mus musculus	Metazoa	623	False	-	1
P70120	Mus musculus	Metazoa	167	False	-	2
Q9USY8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	166	False	-	3
Q9UK99	Homo sapiens	Metazoa	471	False	-	4
Q9Y808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1063	False	-	0
Q08959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	321	False	-	1
Q5BJY9	Rattus norvegicus	Metazoa	423	False	-	2
Q9XI00	Arabidopsis thaliana	Viridiplantae	328	False	-	3
Q9H649	Homo sapiens	Metazoa	340	False	-	4
E2RU10	Giardia intestinalis (strain ATCC 50803 / WB clone C6)	Other	238	False	-	0
Q8GV05	Arabidopsis thaliana	Viridiplantae	106	False	-	1
Q6U6G5	Rattus norvegicus	Metazoa	426	False	-	2
P79943	Xenopus laevis	Metazoa	254	False	-	3
Q9FGN8	Arabidopsis thaliana	Viridiplantae	639	False	-	4
P54654	Dictyostelium discoideum	Other	464	False	-	0
Q09725	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1587	False	-	1
P08153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	709	False	-	2
Q38998	Arabidopsis thaliana	Viridiplantae	857	True	-	3
P36141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	False	-	4
Q969Y2	Homo sapiens	Metazoa	492	False	-	0
Q42342	Arabidopsis thaliana	Viridiplantae	134	False	-	1
Q5T4T1	Homo sapiens	Metazoa	132	True	-	2
Q9BXJ9	Homo sapiens	Metazoa	866	False	-	3
Q32P44	Homo sapiens	Metazoa	896	False	-	4
Q9D1E5	Mus musculus	Metazoa	489	True	-	0
Q9D8H7	Mus musculus	Metazoa	521	False	-	1
P32179	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	357	False	-	2
O35820	Rattus norvegicus	Metazoa	163	False	-	3
Q9BW66	Homo sapiens	Metazoa	212	False	-	4
O00180	Homo sapiens	Metazoa	336	True	-	0
O75179	Homo sapiens	Metazoa	2603	False	-	1
Q3U4H6	Mus musculus	Metazoa	486	False	-	2
O35678	Mus musculus	Metazoa	303	False	-	3
F4JCX9	Arabidopsis thaliana	Viridiplantae	663	False	-	4
Q7RX40	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	158	False	-	0
Q5S006	Mus musculus	Metazoa	2527	False	-	1
P32521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1480	False	-	2
Q9Z0Y7	Mus musculus	Metazoa	1216	False	-	3
Q7S7R6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	315	False	-	4
O74462	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	452	False	-	0
Q92934	Homo sapiens	Metazoa	168	False	-	1
Q9USU3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	878	False	-	2
O75132	Homo sapiens	Metazoa	1171	False	-	3
